gameid,gametype,category,mechanic,playingtime,minplayers,maxplayers,minage,weight,title,year,num_voters,geek_rating,avg_rating
283948,strategygames,Dice;; Economic;; Medieval;; Travel,Contracts;; Dice Rolling;; Point to Point Movement;; Resource to Move;; Variable Player Powers;; Worker Placement;; Worker Placement with Dice Workers,120,2,4,12,3.3739,Marco Polo II: In the Service of the Khan,2019,6460,7.397,7.99
296151,strategygames,Medieval,"Area Majority / Influence;; Deck, Bag, and Pool Building;; End Game Bonuses;; Hand Management;; King of the Hill;; Modular Board;; Rondel;; Set Collection;; Solo / Solitaire Game;; Variable Player Powers",90,1,4,12,3.4521,Viscounts of the West Kingdom,2020,8400,7.397,7.88
82222,thematic;; strategygames,Adventure;; Exploration;; Fighting;; Science Fiction;; Space Exploration;; Transportation,Action Points;; Dice Rolling;; Grid Movement;; Map Addition;; Modular Board;; Pick-up and Deliver;; Race;; Roll / Spin and Move;; Tile Placement;; Variable Player Powers,180,3,5,12,3.1911,Xia: Legends of a Drift System,2014,9401,7.396,7.87
244522,familygames,Dice;; Number,Dice Rolling;; Highest-Lowest Scoring;; Paper-and-Pencil;; Re-rolling and Locking;; Solo / Solitaire Game,30,1,4,8,1.8806,That's Pretty Clever!,2018,21928,7.392,7.59
265188,strategygames,City Building;; Economic;; Farming;; Territory Building,Commodity Speculation;; Grid Movement;; Market;; Rondel;; Set Collection;; Tile Placement;; Turn Order: Time Track,120,2,4,12,3.0157,Glen More II: Chronicles,2019,7193,7.39,7.93
463,cgs,Card Game;; Collectible Components;; Fantasy;; Fighting,Betting and Bluffing;; Closed Drafting;; Deck Construction;; Hand Management;; Income;; Interrupts;; Player Elimination;; Take That,20,2,2,13,3.2462,Magic: The Gathering,1993,37741,7.39,7.56
189932,strategygames,Fantasy;; Fighting,"Area Majority / Influence;; Connections;; Deck, Bag, and Pool Building;; Delayed Purchase;; Variable Set-up;; Zone of Control",60,2,4,14,2.5368,Tyrants of the Underdark,2016,7869,7.384,7.91
304783,strategygames,Ancient;; City Building,Hand Management;; Paper-and-Pencil;; Solo / Solitaire Game;; Tech Trees / Tech Tracks,60,1,6,12,3.1132,Hadrian's Wall,2021,5695,7.384,8.07
268864,wargames,Wargame;; World War II,"Deck, Bag, and Pool Building;; Dice Rolling;; Hand Management;; Modular Board;; Open Drafting;; Simulation",60,2,2,14,2.255,Undaunted: Normandy,2019,9723,7.381,7.82
43111,thematic;; strategygames,Fantasy;; Fighting;; Horror;; Mythology;; Wargame,Action Points;; Area Majority / Influence;; Area Movement;; Dice Rolling;; Events;; Hand Management;; Role Playing;; Take That;; Variable Player Powers,120,3,4,13,3.2004,Chaos in the Old World,2009,15324,7.379,7.67
54043,familygames,Animals;; Card Game;; Economic,Hand Management;; Hidden Victory Points;; Market;; Open Drafting;; Score-and-Reset Game;; Set Collection,30,2,2,12,1.4693,Jaipur,2009,47561,7.377,7.49
9609,wargames;; thematic,Adventure;; Fantasy;; Fighting;; Novel-based;; Territory Building;; Wargame,Action Points;; Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Dice Rolling;; Events;; Hand Management,120,2,4,12,3.8442,War of the Ring,2004,10511,7.376,7.77
249259,abstracts,Abstract Strategy;; Medieval;; Wargame,"Area Majority / Influence;; Deck, Bag, and Pool Building;; Delayed Purchase;; Grid Movement;; Hand Management;; Hexagon Grid;; Team-Based Game;; Turn Order: Claim Action;; Variable Player Powers",30,2,4,14,2.3235,War Chest,2018,8299,7.37,7.88
329082,strategygames,Card Game;; Fighting;; Science Fiction,Action Points;; Action Queue;; Hand Management;; Take That;; Variable Player Powers,40,2,2,14,2.2278,Radlands,2021,7049,7.369,7.97
287954,abstracts;; familygames,Abstract Strategy;; Puzzle,End Game Bonuses;; Open Drafting;; Pattern Building;; Set Collection;; Tile Placement;; Turn Order: Claim Action,45,2,4,8,2.0542,Azul: Summer Pavilion,2019,13739,7.368,7.67
104162,thematic,Adventure;; Exploration;; Fantasy;; Fighting;; Miniatures,Action Points;; Cooperative Game;; Dice Rolling;; Grid Movement;; Hand Management;; Line of Sight;; Map Addition;; Modular Board;; Movement Points;; Multiple Maps;; Once-Per-Game Abilities;; Scenario / Mission / Campaign Game;; Stat Check Resolution;; Team-Based Game;; Variable Player Powers,120,1,5,14,3.2127,Descent: Journeys in the Dark (Second Edition),2012,24788,7.367,7.63
188920,thematic,Adventure;; Exploration;; Mature / Adult;; Modern Warfare;; Video Game Theme,Action Points;; Cooperative Game;; Dice Rolling;; Events;; Grid Movement;; Narrative Choice / Paragraph;; Push Your Luck;; Role Playing;; Scenario / Mission / Campaign Game;; Simulation;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers;; Worker Placement,120,1,6,18,3.3061,This War of Mine: The Board Game,2017,12014,7.367,7.79
10630,wargames,Miniatures;; Wargame;; World War II,Area Majority / Influence;; Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Die Icon Resolution;; Grid Movement;; Hand Management;; Hexagon Grid;; Line of Sight;; Modular Board;; Movement Points;; Scenario / Mission / Campaign Game;; Simulation;; Team-Based Game;; Variable Set-up,60,2,8,8,2.2748,Memoir '44,2004,29049,7.36,7.54
282524,thematic;; familygames,Horror;; Miniatures;; Movies / TV / Radio theme,Action Points;; Cooperative Game;; Dice Rolling;; Pick-up and Deliver;; Point to Point Movement;; Solo / Solitaire Game;; Variable Player Powers;; Variable Set-up,60,1,5,10,2.0523,Horrified,2019,14039,7.355,7.69
12,strategygames,Ancient;; Mythology,Auction/Bidding;; Auction: Once Around;; Closed Economy Auction;; Constrained Bidding;; Push Your Luck;; Set Collection,60,2,5,12,2.3416,Ra,1999,21893,7.355,7.53
209418,strategygames,Card Game;; Medieval,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Open Drafting;; Variable Set-up",30,2,4,14,2.1588,Dominion (Second Edition),2016,8469,7.353,7.85
39463,thematic;; strategygames,Bluffing;; Negotiation;; Science Fiction;; Space Exploration,Alliances;; Card Play Conflict Resolution;; Hand Management;; Interrupts;; Negotiation;; Prisoner's Dilemma;; Race;; Simultaneous Action Selection;; Take That;; Trading;; Variable Player Powers,120,3,5,12,2.5857,Cosmic Encounter,2008,31466,7.352,7.53
17133,strategygames,Trains;; Transportation;; Video Game Theme,Action Points;; Connections;; End Game Bonuses;; Hexagon Grid;; Income;; Loans;; Network and Route Building;; Open Drafting;; Ownership;; Pick-up and Deliver;; Tile Placement;; Turn Order: Auction,120,2,6,10,3.0182,Railways of the World,2005,11982,7.35,7.67
128882,partygames,Bluffing;; Card Game;; Deduction;; Fantasy;; Medieval;; Negotiation;; Party Game;; Spies/Secret Agents,Finale Ending;; Hidden Roles;; Roles with Asymmetric Information;; Simultaneous Action Selection;; Team-Based Game;; Traitor Game;; Variable Player Powers;; Voting,30,5,10,13,1.747,The Resistance: Avalon,2012,31766,7.348,7.53
155426,strategygames,Post-Napoleonic;; Puzzle,"Auction: Dutch;; End Game Bonuses;; Hidden Victory Points;; I Cut, You Choose;; Increase Value of Unchosen Resources;; Pattern Building;; Set Collection;; Tile Placement;; Turn Order: Progressive",90,1,4,13,2.6541,Castles of Mad King Ludwig,2014,24709,7.345,7.52
199561,abstracts;; familygames,Dice;; Puzzle,Contracts;; Dice Rolling;; End Game Bonuses;; Grid Coverage;; Open Drafting;; Pattern Building;; Set Collection;; Solo / Solitaire Game;; Turn Order: Progressive;; Variable Set-up,45,1,4,14,1.9217,Sagrada,2017,37065,7.343,7.49
294484,strategygames,Card Game;; Fantasy;; Fighting;; Horror;; Novel-based,Action Points;; Card Play Conflict Resolution;; Hand Management;; Point to Point Movement;; Team-Based Game;; Variable Player Powers,40,2,4,9,1.9677,Unmatched: Cobble & Fog,2020,5706,7.343,8.05
70149,strategygames,City Building;; Economic;; Industry / Manufacturing;; Medieval;; Religious;; Territory Building,"Increase Value of Unchosen Resources;; Modular Board;; Network and Route Building;; Worker Placement;; Worker Placement, Different Worker Types",180,1,4,13,3.8921,Ora et Labora,2011,10673,7.339,7.69
103343,strategygames,Bluffing;; Fantasy;; Negotiation;; Novel-based;; Political;; Wargame,Advantage Token;; Alliances;; Area Movement;; Auction/Bidding;; Auction: Sealed Bid;; Card Play Conflict Resolution;; Events;; Hand Management;; Income;; Negotiation;; Order Counters;; Prisoner's Dilemma;; Race;; Simultaneous Action Selection;; Turn Order: Auction;; Variable Player Powers,240,3,6,14,3.722,A Game of Thrones: The Board Game (Second Edition),2011,32985,7.335,7.55
31627,familygames,Trains,Hand Management;; Network and Route Building;; Open Drafting;; Push Your Luck;; Set Collection,60,2,3,8,1.9796,Ticket to Ride: Nordic Countries,2007,13454,7.332,7.63
150376,thematic,Bluffing;; Deduction;; Horror;; Zombies,Action Points;; Area Movement;; Dice Rolling;; Hand Management;; Narrative Choice / Paragraph;; Push Your Luck;; Semi-Cooperative Game;; Storytelling;; Trading;; Traitor Game;; Turn Order: Progressive;; Variable Player Powers;; Voting,120,2,5,13,3.0137,Dead of Winter: A Crossroads Game,2014,44647,7.331,7.49
25021,wargames,Civil War;; Pike and Shot;; Wargame,Action Points;; Card Play Conflict Resolution;; Force Commitment;; Hand Management;; Point to Point Movement;; Secret Unit Deployment;; Turn Order: Auction;; Variable Set-up,180,2,2,14,2.8073,Sekigahara: The Unification of Japan,2011,5424,7.33,8.01
123260,strategygames,City Building;; Economic,Auction: Dutch;; Catch the Leader;; End Game Bonuses;; Hexagon Grid;; Open Drafting;; Set Collection;; Tile Placement,90,1,4,8,2.7658,Suburbia,2012,24355,7.324,7.49
14105,wargames,Ancient;; Wargame,Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Hand Management;; Hexagon Grid;; Modular Board;; Scenario / Mission / Campaign Game;; Simulation,60,2,2,12,2.6927,Commands & Colors: Ancients,2006,8603,7.324,7.77
291453,familygames,Card Game,Hand Management;; Ladder Climbing;; Trick-taking,15,2,5,9,1.3451,SCOUT,2019,7666,7.323,7.8
242302,familygames,Dice;; Science Fiction;; Space Exploration,Dice Rolling;; Open Drafting;; Random Production,60,2,5,14,2.1126,Space Base,2018,16439,7.321,7.56
227224,strategygames,Dice;; Economic,Area Majority / Influence;; Contracts;; Dice Rolling;; End Game Bonuses;; Rondel;; Solo / Solitaire Game;; Victory Points as a Resource,80,1,4,10,2.8199,The Red Cathedral,2020,9255,7.32,7.75
104006,strategygames,Economic;; Farming;; Medieval,"Area Majority / Influence;; Contracts;; Set Collection;; Turn Order: Claim Action;; Worker Placement;; Worker Placement, Different Worker Types",90,2,4,12,3.0711,Village,2011,22531,7.317,7.5
171131,thematic;; partygames,Deduction;; Fighting;; Nautical;; Real-time,Grid Movement;; Hidden Movement;; Line Drawing;; Real-Time;; Role Playing;; Secret Unit Deployment;; Simulation;; Team-Based Game,60,2,8,14,2.186,Captain Sonar,2016,19909,7.316,7.53
283355,thematic;; strategygames,Bluffing;; Fighting;; Negotiation;; Novel-based;; Political;; Science Fiction;; Wargame,Alliances;; Area Majority / Influence;; Area Movement;; Auction/Bidding;; Bribery;; Force Commitment;; Map Deformation;; Predictive Bid;; Take That;; Variable Player Powers,180,2,6,14,3.9904,Dune,2019,7174,7.314,7.96
188,abstracts,Abstract Strategy,Enclosure;; Square Grid,180,2,2,8,3.9337,Go,2019,16585,7.312,7.64
221194,strategygames,Animals;; Economic;; Science Fiction,Action Points;; Dice Rolling;; Income;; Set Collection;; Tile Placement;; Worker Placement,120,1,4,8,3.0388,Dinosaur Island,2017,15265,7.311,7.6
148228,familygames,Card Game;; Economic;; Renaissance,Contracts;; Open Drafting;; Race;; Set Collection,30,2,4,10,1.7847,Splendor,2014,74471,7.306,7.43
235802,thematic;; strategygames,Adventure;; Dice;; Fantasy;; Fighting,"Cooperative Game;; Deck, Bag, and Pool Building;; Dice Rolling;; Die Icon Resolution;; Minimap Resolution;; Role Playing;; Solo / Solitaire Game;; Stat Check Resolution;; Tech Trees / Tech Tracks;; Turn Order: Role Order;; Variable Player Powers",180,1,2,12,4,Too Many Bones: Undertow,2018,2809,7.306,8.69
21050,wargames,Wargame;; World War II,Advantage Token;; Campaign / Battle Card Driven;; Grid Movement;; Hexagon Grid;; Line of Sight;; Simulation;; Variable Phase Order,180,2,2,12,3.2514,Combat Commander: Europe,2006,5818,7.305,7.95
245638,strategygames,Dice;; Renaissance,Action Drafting;; Auction/Bidding;; Dice Rolling;; End Game Bonuses;; Income;; Open Drafting;; Point to Point Movement;; Set Collection;; Tech Trees / Tech Tracks;; Turn Order: Stat-Based;; Variable Set-up;; Worker Placement with Dice Workers,90,2,4,14,3.2494,Coimbra,2018,11218,7.304,7.64
283155,abstracts;; familygames,Animals;; Puzzle,Enclosure;; End Game Bonuses;; Grid Coverage;; Hexagon Grid;; Open Drafting;; Pattern Building;; Set Collection;; Solo / Solitaire Game;; Tile Placement,45,1,4,10,2.1812,Calico,2020,15475,7.304,7.59
182631,strategygames,Card Game;; Fighting;; Science Fiction,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Open Drafting;; Take That",20,2,2,12,1.8955,Star Realms: Colony Wars,2015,7677,7.303,7.81
271896,thematic,Adventure;; Exploration;; Movies / TV / Radio theme;; Science Fiction;; Space Exploration,Dice Rolling;; Die Icon Resolution;; Modular Board;; Pick-up and Deliver;; Race;; Trading;; Variable Player Powers,180,1,4,14,2.5243,Star Wars: Outer Rim,2019,10623,7.303,7.73
195421,thematic,Adventure;; Exploration,Dice Rolling;; Narrative Choice / Paragraph;; Network and Route Building;; Open Drafting;; Scenario / Mission / Campaign Game;; Set Collection;; Storytelling;; Variable Player Powers;; Worker Placement,120,2,4,13,2.886,Near and Far,2017,9771,7.303,7.7
126042,strategygames,Card Game;; Civilization;; Economic,Events;; Open Drafting;; Turn Order: Pass Order;; Variable Player Powers,200,1,5,14,3.5456,Nations,2013,12024,7.303,7.61
300531,thematic;; strategygames,Card Game;; Exploration;; Prehistoric,Action/Event;; Cooperative Game;; Memory;; Scenario / Mission / Campaign Game;; Simultaneous Action Selection;; Variable Set-up,60,1,4,10,2.6254,Paleo,2020,9539,7.302,7.74
215,strategygames,Card Game,Hand Management;; Ladder Climbing;; Predictive Bid;; Team-Based Game;; Trick-taking,60,4,4,10,2.3368,Tichu,1991,14948,7.3,7.58
822,familygames,City Building;; Medieval;; Territory Building,Area Majority / Influence;; Map Addition;; Pattern Recognition;; Tile Placement,45,2,5,7,1.8992,Carcassonne,2000,119722,7.299,7.41
293014,strategygames;; familygames,Fantasy;; Mythology,Auction: Multiple Lot;; Constrained Bidding;; Open Drafting;; Selection Order Bid;; Set Collection;; Simultaneous Action Selection;; Turn Order: Auction;; Victory Points as a Resource,45,2,5,10,2.1048,Nidavellir,2020,11321,7.295,7.63
306735,strategygames,Dice;; Science Fiction,Dice Rolling;; Modular Board;; Once-Per-Game Abilities;; Re-rolling and Locking;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Square Grid;; Sudden Death Ending;; Variable Set-up;; Worker Placement;; Worker Placement with Dice Workers,40,1,1,12,2.3965,Under Falling Skies,2020,9245,7.293,7.71
91,wargames,Wargame;; World War I,Campaign / Battle Card Driven;; Dice Rolling;; Point to Point Movement,480,2,2,14,3.8498,Paths of Glory,1999,5013,7.293,8.05
118,strategygames,Card Game;; Economic,Auction/Bidding;; Auction: English;; Auction: Once Around;; Auction: Sealed Bid;; Auction: Turn Order Until Pass;; Commodity Speculation;; Hand Management;; Victory Points as a Resource,45,3,5,10,2.2901,Modern Art,1992,20736,7.292,7.48
7854,abstracts,Abstract Strategy,Catch the Leader;; Grid Movement;; Pattern Building,60,2,2,9,2.6655,YINSH,2003,8593,7.285,7.71
9209,familygames,Trains,Connections;; Contracts;; End Game Bonuses;; Hand Management;; Network and Route Building;; Open Drafting;; Push Your Luck;; Set Collection,60,2,5,8,1.835,Ticket to Ride,2004,84445,7.284,7.4
314491,strategygames;; familygames,Animals;; Card Game;; Environmental;; Exploration,"Hand Management;; Layering;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Worker Placement, Different Worker Types",90,1,4,10,2.2314,Meadow,2021,7588,7.284,7.79
310100,thematic,Adventure;; Horror;; Miniatures;; Science Fiction,Cooperative Game;; Dice Rolling;; Hidden Roles;; Modular Board;; Player Elimination;; Semi-Cooperative Game;; Traitor Game;; Variable Player Powers,180,1,5,12,3.8433,Nemesis: Lockdown,2022,3601,7.283,8.45
54998,strategygames,Ancient;; City Building;; Civilization;; Fighting;; Miniatures;; Mythology;; Nautical,Area Majority / Influence;; Area Movement;; Auction/Bidding;; Auction: Fixed Placement;; Dice Rolling;; Open Drafting;; Set Collection;; Variable Phase Order,90,2,5,13,2.816,Cyclades,2009,20608,7.282,7.51
285967,strategygames,Ancient;; Fighting;; Miniatures;; Mythology,Action Retrieval;; Alliances;; Area Majority / Influence;; Auction: Sealed Bid;; Card Play Conflict Resolution;; Grid Movement;; Hexagon Grid;; Kill Steal;; Player Elimination;; Race;; Tech Trees / Tech Tracks;; Variable Player Powers,90,2,5,14,3.0802,Ankh: Gods of Egypt,2021,7375,7.282,7.86
146886,strategygames,Economic;; Farming,Area Majority / Influence;; Automatic Resource Growth;; Contracts;; Dice Rolling;; Hand Management;; Hidden Victory Points;; Income;; Multi-Use Cards;; Open Drafting;; Simultaneous Action Selection;; Solo / Solitaire Game;; Variable Player Powers;; Victory Points as a Resource,120,1,4,12,3.5676,La Granja,2014,10517,7.282,7.62
224037,partygames;; familygames,Card Game;; Deduction;; Spies/Secret Agents;; Word Game,Communication Limits;; Cooperative Game;; Push Your Luck,30,2,2,11,1.3662,Codenames: Duet,2017,20854,7.281,7.47
188834,partygames,Bluffing;; Card Game;; Deduction;; Humor;; Party Game;; Political;; Print & Play;; Spies/Secret Agents,Hidden Roles;; Player Elimination;; Team-Based Game;; Traitor Game;; Voting,45,5,10,13,1.6898,Secret Hitler,2016,25595,7.274,7.52
295486,strategygames;; familygames,City Building,Bingo;; Catch the Leader;; Enclosure;; Grid Coverage;; Legacy Game;; Scenario / Mission / Campaign Game;; Tile Placement;; Victory Points as a Resource,30,2,4,10,2,My City,2020,8663,7.273,7.69
318977,familygames,Deduction;; Murder/Mystery,Cooperative Game;; Deduction;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game,45,1,4,12,1.1115,MicroMacro: Crime City,2020,13122,7.272,7.56
129437,thematic,Card Game;; Comic Book / Strip,"Deck, Bag, and Pool Building;; Events;; Semi-Cooperative Game;; Solo / Solitaire Game;; Variable Set-up",60,1,5,14,2.4316,Legendary: A Marvel Deck Building Game,2012,22019,7.268,7.54
156129,partygames,Bluffing;; Deduction;; Murder/Mystery;; Party Game,Communication Limits;; Deduction;; Events;; Finale Ending;; Hidden Roles;; Storytelling;; Team-Based Game;; Traitor Game;; Variable Set-up,20,4,12,14,1.5782,Deception: Murder in Hong Kong,2014,20949,7.267,7.47
176189,thematic,Adventure;; Fantasy;; Fighting;; Horror;; Medieval;; Miniatures;; Zombies,Cooperative Game;; Dice Rolling;; Modular Board;; Scenario / Mission / Campaign Game;; Turn Order: Progressive;; Variable Player Powers,180,1,6,14,2.4847,Zombicide: Black Plague,2015,15346,7.265,7.63
232832,strategygames;; familygames,Card Game;; Economic;; Fantasy,"Action Retrieval;; Contracts;; Deck, Bag, and Pool Building;; Hand Management;; Increase Value of Unchosen Resources;; Open Drafting;; Set Collection",45,2,5,8,1.6771,Century: Golem Edition,2017,11059,7.263,7.62
158600,familygames,Card Game;; Medieval;; Video Game Theme,"Area Majority / Influence;; Force Commitment;; Hand Management;; I Cut, You Choose",15,2,2,10,1.6961,Hanamikoji,2013,16253,7.262,7.51
269207,strategygames;; familygames,Card Game;; Dice;; Medieval,"Deck, Bag, and Pool Building;; Dice Rolling;; Open Drafting;; Worker Placement;; Worker Placement with Dice Workers",60,2,4,12,2.6858,The Taverns of Tiefenthal,2019,12185,7.26,7.58
223321,thematic,Deduction;; Murder/Mystery,Cooperative Game;; Narrative Choice / Paragraph;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers,180,1,5,16,2.7536,Detective: A Modern Crime Board Game,2018,9871,7.26,7.71
169426,strategygames,Dice;; Fantasy,Dice Rolling;; Open Drafting;; Role Playing;; Set Collection;; Variable Player Powers,90,1,4,10,2.4326,Roll Player,2016,18990,7.259,7.47
109276,strategygames,Economic;; Industry / Manufacturing,Action Points;; Commodity Speculation;; Variable Phase Order;; Worker Placement,120,2,4,12,4.3636,Kanban: Driver's Edition,2014,6648,7.258,7.8
227935,strategygames,Fantasy,"Area Majority / Influence;; Deck, Bag, and Pool Building;; Dice Rolling;; Open Drafting;; Push Your Luck;; Variable Player Powers",125,2,5,13,2.9856,Wonderland's War,2022,4259,7.257,8.18
555,strategygames,City Building;; Renaissance,Auction/Bidding;; End Game Bonuses;; Grid Coverage;; Tile Placement;; Victory Points as a Resource,100,2,5,12,3.244,The Princes of Florence,2000,15151,7.256,7.52
241451,thematic;; strategygames,Card Game;; Fantasy;; Science Fiction,"Cooperative Game;; Deck, Bag, and Pool Building;; Hand Management;; Legacy Game;; Open Drafting;; Solo / Solitaire Game;; Variable Phase Order;; Variable Player Powers",90,1,4,14,2.8493,Aeon's End: Legacy,2019,4491,7.255,8.07
239188,thematic,Adventure;; Deduction;; Murder/Mystery,Cooperative Game;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Storytelling,90,1,4,12,2.0691,Chronicles of Crime,2018,20840,7.253,7.63
192291,familygames,Card Game;; Party Game,Closed Drafting;; End Game Bonuses;; Hand Management;; Set Collection;; Simultaneous Action Selection;; Variable Set-up,20,2,8,8,1.3027,Sushi Go Party!,2016,31604,7.252,7.41
199478,familygames,Racing;; Sports,Catch the Leader;; Hand Management;; Modular Board;; Programmed Movement;; Race;; Simulation;; Simultaneous Action Selection;; Track Movement,45,2,4,8,1.6803,Flamme Rouge,2016,16592,7.251,7.51
9216,strategygames,Economic;; Farming;; Nautical;; Renaissance,Auction/Bidding;; Auction: Once Around;; Hand Management;; Push Your Luck;; Tech Trees / Tech Tracks,90,2,4,12,3.373,Goa: A New Expedition,2004,11366,7.251,7.57
274637,strategygames,Card Game;; Fantasy;; Fighting;; Mythology;; Novel-based,Action Points;; Card Play Conflict Resolution;; Hand Management;; Line of Sight;; Point to Point Movement;; Team-Based Game;; Variable Player Powers,40,2,4,9,1.9241,"Unmatched: Battle of Legends, Volume One",2019,7546,7.249,7.79
194655,abstracts,Abstract Strategy;; Ancient;; Mythology,Grid Movement;; Map Reduction;; Race;; Square Grid;; Team-Based Game;; Three Dimensional Movement;; Variable Player Powers,20,2,4,8,1.7307,Santorini,2016,36382,7.248,7.38
339789,thematic;; familygames,City Building;; Science Fiction,Bingo;; Narrative Choice / Paragraph;; Paper-and-Pencil;; Pattern Building;; Race;; Scenario / Mission / Campaign Game;; Simultaneous Action Selection;; Solo / Solitaire Game,30,1,6,10,2.5,Welcome to the Moon,2021,4412,7.243,8.04
176494,strategygames;; familygames,Economic;; Territory Building,Catch the Leader;; Commodity Speculation;; Set Collection;; Tile Placement;; Turn Order: Progressive,50,2,5,8,2.2489,Isle of Skye: From Chieftain to King,2015,24256,7.242,7.4
228341,strategygames,Dice;; Science Fiction;; Space Exploration,Dice Rolling;; Open Drafting;; Point to Point Movement;; Worker Placement with Dice Workers,90,2,4,14,3.3494,Pulsar 2849,2017,8183,7.238,7.68
19857,strategygames,Ancient;; Card Game;; City Building;; Economic,End Game Bonuses;; Follow;; Hand Management;; Multi-Use Cards;; Set Collection;; Sudden Death Ending;; Variable Phase Order,60,2,5,12,2.9269,Glory to Rome,2005,13931,7.238,7.49
223040,familygames,Card Game;; Fantasy,End Game Bonuses;; Hand Management;; Open Drafting;; Set Collection,20,2,6,14,1.7919,Fantasy Realms,2017,12812,7.237,7.53
198994,strategygames,Card Game;; Fantasy;; Fighting,"Deck, Bag, and Pool Building;; Hand Management;; Once-Per-Game Abilities;; Take That",30,2,4,12,1.8618,Hero Realms,2016,16634,7.237,7.53
20551,strategygames,Economic;; Medieval;; Territory Building,Action Queue;; Area Majority / Influence;; Area Movement;; Auction/Bidding;; Cube Tower;; Simultaneous Action Selection;; Variable Phase Order,120,3,5,12,3.3644,Shogun,2006,13678,7.233,7.52
421,strategygames,Economic;; Trains;; Transportation,Auction/Bidding;; Hexagon Grid;; Investment;; Market;; Network and Route Building;; Ownership;; Stock Holding;; Tile Placement;; Victory Points as a Resource,360,2,7,14,4.1582,1830: Railways & Robber Barons,1986,5407,7.232,7.87
31481,thematic,Real-time;; Science Fiction;; Space Exploration;; Transportation,Dice Rolling;; Events;; Real-Time;; Relative Movement;; Team-Based Game;; Tile Placement;; Track Movement,60,2,4,10,2.3301,Galaxy Trucker,2007,33106,7.231,7.36
146508,thematic,Adventure;; Arabian;; Puzzle;; Science Fiction,Cooperative Game;; Dice Rolling;; Move Through Deck;; Narrative Choice / Paragraph;; Storytelling;; Variable Player Powers,90,2,4,12,2.5969,T.I.M.E Stories,2015,26807,7.231,7.42
165722,partygames;; familygames,Action / Dexterity;; Real-time,Real-Time;; Score-and-Reset Game,10,2,2,8,1.0663,KLASK,2014,8856,7.228,7.63
3,strategygames,Abstract Strategy;; Medieval,Area Majority / Influence;; Hand Management;; Hexagon Grid;; Once-Per-Game Abilities;; Set Collection;; Tile Placement,60,2,4,10,2.4771,Samurai,1998,15906,7.227,7.46
27708,strategygames,Political,Action/Event;; Area Majority / Influence;; Campaign / Battle Card Driven;; Hand Management;; Simulation,120,2,2,12,3.2014,1960: The Making of the President,2007,9151,7.227,7.62
128621,strategygames,Economic;; Farming,Contracts;; Hand Management;; Turn Order: Progressive;; Worker Placement,90,2,6,13,2.9326,Viticulture,2013,12844,7.227,7.52
27833,strategygames,Economic;; Trains;; Transportation,Auction/Bidding;; Loans;; Network and Route Building;; Ownership;; Pick-up and Deliver;; Tile Placement,90,3,5,10,3.4566,Steam,2009,10054,7.224,7.56
300322,strategygames,Animals;; Economic;; Farming;; Industry / Manufacturing;; Post-Napoleonic,Advantage Token;; Automatic Resource Growth;; Contracts;; End Game Bonuses;; Hand Management;; Income;; Increase Value of Unchosen Resources;; Market;; Modular Board;; Solo / Solitaire Game;; Turn Order: Claim Action;; Worker Placement,140,1,4,12,3.3013,Hallertau,2020,4823,7.222,7.94
364073,strategygames,Card Game;; Economic;; Renaissance,Contracts;; Open Drafting;; Race;; Set Collection,30,2,2,10,1.9619,Splendor Duel,2022,4570,7.217,8.0
140620,strategygames,American West;; Exploration,"Action Retrieval;; Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Open Drafting;; Race;; Resource to Move;; Solo / Solitaire Game;; Track Movement;; Worker Placement",120,1,5,14,3.3329,Lewis & Clark: The Expedition,2013,15020,7.216,7.46
260605,partygames;; familygames,Animals;; Dice;; Racing,Betting and Bluffing;; Dice Rolling;; Roll / Spin and Move;; Track Movement,45,3,8,8,1.4593,Camel Up (Second Edition),2018,9938,7.215,7.6
232405,thematic,Adventure;; American West;; Miniatures,Action Points;; Area Movement;; Betting and Bluffing;; Card Play Conflict Resolution;; Dice Rolling;; End Game Bonuses;; Hand Management;; Pick-up and Deliver;; Take That;; Variable Player Powers,90,2,6,14,2.8327,Western Legends,2018,10018,7.214,7.62
286096,strategygames,Civilization,Area Majority / Influence;; Contracts;; Dice Rolling;; Events;; Grid Coverage;; Hand Management;; Hexagon Grid;; Income;; Map Addition;; Once-Per-Game Abilities;; Open Drafting;; Push Your Luck;; Solo / Solitaire Game;; Square Grid;; Take That;; Tech Trees / Tech Tracks;; Tile Placement;; Variable Player Powers;; Variable Set-up,120,1,5,12,2.9167,Tapestry,2019,18313,7.214,7.45
