gameid,gametype,category,mechanic,designer,artist,playingtime,minplayers,maxplayers,minage,weight,urlpic,title,year,num_voters,geek_rating,avg_rating
198928,strategygames,Medical;; Post-Napoleonic;; Trains,Action Points;; Cooperative Game;; Hand Management;; Network and Route Building;; Point to Point Movement;; Set Collection;; Solo / Solitaire Game;; Trading;; Variable Player Powers,Jesús Torres Castro;; Matt Leacock,Atha Kanaani;; Chris Quilliams,45,2,5,8,2.5763,https://cf.geekdo-images.com/752GFSJLkyDZikThRM6gqQ__original/img/SMtMEB-rB_l3p_tmTYzAYGx_IkI=/0x0/filters:format(png)/pic3000850.png,Pandemic: Iberia,2016,10019,7.465,7.9
132531,strategygames,Civilization;; Dice;; Economic;; Science Fiction;; Space Exploration,Action Retrieval;; Contracts;; Deck Bag and Pool Building;; Dice Rolling;; Follow;; Simultaneous Action Selection;; Variable Phase Order;; Variable Player Powers;; Worker Placement with Dice Workers,Wei-Hwa Huang;; Thomas Lehmann,Martin Hoffmann;; Claus Stephan;; Mirko Suzuki,45,2,5,13,2.7759,https://cf.geekdo-images.com/nhoyoLpYPC2b3UiJ5kJ0yg__original/img/LoETJCbq1HpSlhPLdci3qJekpwA=/0x0/filters:format(jpeg)/pic1473629.jpg,Roll for the Galaxy,2014,30576,7.461,7.61
196340,strategygames,Economic,Contracts;; End Game Bonuses;; Grid Movement;; Modular Board;; Network and Route Building;; Set Collection;; Variable Set-up;; Worker Placement;; Worker Placement Different Worker Types,Hisashi Hayashi,Hisashi Hayashi;; Adam P. McIver;; Ryo Nyamo,90,2,4,14,3.3161,https://cf.geekdo-images.com/ocI_xrJ7A-cDTTMUoYBNzw__original/img/7C0EpAhp67svA0XQ1FjuhrNvESU=/0x0/filters:format(jpeg)/pic3600984.jpg,Yokohama,2016,11060,7.46,7.82
175155,strategygames,Bluffing;; Fighting;; Miniatures;; Science Fiction;; Wargame,Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Deck Bag and Pool Building;; Dice Rolling;; Hand Management;; Modular Board;; Order Counters;; Variable Player Powers,Samuel Bailey;; James Kniffen;; Corey Konieczka,,180,2,4,14,0,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__original/img/AQ1P6PKw7ZW-XTOAFKhCwsnfP0I=/0x0/filters:format(jpeg)/pic2471359.jpg,Forbidden Stars,2015,8806,7.459,7.97
4098,strategygames,Economic;; Trains;; Transportation,Auction/Bidding;; Catch the Leader;; Connections;; Dice Rolling;; Loans;; Network and Route Building;; Pick-up and Deliver;; Player Elimination;; Scenario / Mission / Campaign Game;; Selection Order Bid;; Tile Placement;; Turn Order: Auction;; Victory Points as a Resource,John Bohrer;; Martin Wallace,Sean Brown;; Peter Dennis;; Paul Niemeyer;; Ian O'Toole,120,1,6,13,3.8878,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__original/img/eQEmKYEWVoNvEx6PZYZv13275io=/0x0/filters:format(png)/pic4557340.png,Age of Steam,2002,10489,7.459,7.83
43015,strategygames,Medieval,Action Points;; Area Majority / Influence;; End Game Bonuses;; Network and Route Building;; Ownership;; Tech Trees / Tech Tracks,Andreas Steding,Dennis Lohausen,90,2,5,12,3.0995,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__original/img/RqYxJUdNXPmHUWrlADIbTf9Bi_g=/0x0/filters:format(jpeg)/pic839090.jpg,Hansa Teutonica,2009,14511,7.456,7.72
266524,familygames,Animals;; Economic;; Environmental;; Travel,Contracts;; End Game Bonuses;; Modular Board;; Solo / Solitaire Game;; Track Movement;; Turn Order: Claim Action;; Worker Placement,Henry Audubon,Fifty-Nine Parks Print Series,60,1,5,10,2.1461,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__original/img/_KNgPoC_4l7iN0ntbFILexOJpfc=/0x0/filters:format(jpeg)/pic4852372.jpg,PARKS,2019,21083,7.455,7.7
263918,familygames,Fantasy;; Territory Building,Bingo;; End Game Bonuses;; Grid Coverage;; Line Drawing;; Paper-and-Pencil;; Simultaneous Action Selection;; Solo / Solitaire Game;; Square Grid;; Variable Set-up,Jordy Adan,Luis Francisco;; Lucas Ribeiro,45,1,100,10,1.8864,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__original/img/YzJORdIDNza8kmrY6KEU_h2p2Wo=/0x0/filters:format(png)/pic4397932.png,Cartographers,2019,25202,7.453,7.64
217372,familygames,Adventure;; Exploration;; Racing,Deck Bag and Pool Building;; Delayed Purchase;; Grid Movement;; Hand Management;; Hexagon Grid;; Modular Board;; Open Drafting;; Race,Reiner Knizia,Vincent Dutrait;; Franz Vohwinkel,60,2,4,10,1.9302,https://cf.geekdo-images.com/IHOUjBZ9ziMeYTRWp2hYAA__original/img/toEwTTESQ1Yqh4IJ_8lYpSxxDMg=/0x0/filters:format(jpeg)/pic4848678.jpg,The Quest for El Dorado,2017,21304,7.448,7.65
30549,strategygames;; familygames,Medical,Action Points;; Cooperative Game;; Hand Management;; Point to Point Movement;; Set Collection;; Tags;; Variable Player Powers,Matt Leacock,Josh Cappel;; Christian Hanisch;; Régis Moulun;; Chris Quilliams;; Tom Thiel,45,2,4,8,2.4024,https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__original/img/IsrvRLpUV1TEyZsO5rC-btXaPz0=/0x0/filters:format(jpeg)/pic1534148.jpg,Pandemic,2008,119272,7.446,7.55
310873,strategygames,Economic;; Industry / Manufacturing,Action Retrieval;; Area Movement;; Connections;; End Game Bonuses;; Follow;; Grid Movement;; Income;; Movement Points;; Network and Route Building;; Resource to Move;; Solo / Solitaire Game;; Square Grid;; Tech Trees / Tech Tracks;; Turn Order: Progressive;; Variable Phase Order;; Worker Placement Different Worker Types,Xavier Georges,Ian O'Toole,120,1,4,12,3.8125,https://cf.geekdo-images.com/0qxz9DRRhsJrIW1TJ-kz0w__original/img/PzsJsCLfGGo4IG3v43VPvH_etPw=/0x0/filters:format(jpeg)/pic5710736.jpg,Carnegie,2022,6557,7.444,8.06
262712,strategygames,Card Game;; Fantasy,Hand Management;; Open Drafting;; Race;; Score-and-Reset Game;; Take That;; Turn Order: Pass Order;; Variable Player Powers,Thomas Lehmann,Julien Delval,60,2,4,12,2.6282,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__original/img/YLSAurBSWEGi3PHsuQWi8St_0Yg=/0x0/filters:format(jpeg)/pic4422847.jpg,Res Arcana,2019,19412,7.44,7.68
274364,strategygames,Card Game;; Political,Action/Event;; Campaign / Battle Card Driven;; Connections;; Hand Management;; Once-Per-Game Abilities;; Take That;; Tug of War,Matthias Cramer,Klemens Franz;; Viktor Kobilke,60,2,2,12,2.2548,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__original/img/ECgm53fEsB3eDVjZjgeejiZ__Qk=/0x0/filters:format(jpeg)/pic4768766.jpg,Watergate,2019,10317,7.435,7.81
118048,strategygames,Arabian;; Card Game,End Game Bonuses;; Modular Board;; Open Drafting;; Set Collection;; Square Grid;; Turn Order: Progressive;; Worker Placement,Andreas Steiger,Taira Akitsu;; Franz Vohwinkel,60,2,2,12,2.3435,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__original/img/St4ABQhpauYiq4Mt6-f38JtLOjM=/0x0/filters:format(jpeg)/pic3958793.jpg,Targi,2012,21390,7.432,7.62
127023,strategygames,Ancient;; Miniatures;; Mythology;; Wargame,Action Points;; Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Hand Management;; Open Drafting;; Tech Trees / Tech Tracks,Jacques Bariot;; Guillaume Montiage,Dimitri Bielak;; Émile Denis;; Nicolas Fructus,120,2,5,13,3.0028,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__original/img/kRFfkVnQRsBDcbO46TKS6PcT6aE=/0x0/filters:format(jpeg)/pic3979527.jpg,Kemet,2012,18554,7.431,7.67
271055,strategygames,Fantasy,Dice Rolling;; Hand Management;; Modular Board;; Solo / Solitaire Game;; Variable Player Powers;; Worker Placement;; Worker Placement Different Worker Types,Luke Laurie,Merilliza Chan;; Sergio Chaves;; Anton Fadeev;; Leesha Hannigan;; Irina Kuzmina;; Nathanael Mortensen;; Sasha Radivojevic;; Sam Turner;; Brian Valeza;; Frank Wade,150,1,5,14,3.2661,https://cf.geekdo-images.com/qJQXn0kvzvHBKWzSQN7vpw__original/img/NAq9RfDsv-qPEsco3W0ES8ofHEA=/0x0/filters:format(jpeg)/pic4742944.jpg,Dwellings of Eldervale,2020,5390,7.431,8.21
2511,thematic,Deduction;; Murder/Mystery;; Novel-based;; Post-Napoleonic;; Spies/Secret Agents,Cooperative Game;; Deduction;; Narrative Choice / Paragraph;; Solo / Solitaire Game;; Storytelling,Raymond Edwards;; Suzanne Goldberg;; Gary Grady,Bernard Bittler;; Arnaud Demaegd;; Nils Gulliksson;; Neriac;; Pascal Quidault;; Stefan Thulin,120,1,8,13,2.6751,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__original/img/iu21NR45DwHyFY-UPW0m7hwY_vw=/0x0/filters:format(jpeg)/pic3514298.jpg,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,20363,7.43,7.66
161970,strategygames,Deduction;; Fantasy,Action Drafting;; Constrained Bidding;; Deduction;; End Game Bonuses;; Events;; Hand Management;; Open Drafting;; Turn Order: Progressive,Matúš Kotry,David Cochard,120,2,4,13,3.9236,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__original/img/SP4ItZ27dLweUPbz_bF7C-P7GtA=/0x0/filters:format(png)/pic2241156.png,Alchemists,2014,21727,7.427,7.65
147020,strategygames,Card Game;; Fighting;; Science Fiction,Deck Bag and Pool Building;; Delayed Purchase;; Hand Management;; Income;; Open Drafting;; Tags;; Take That;; Variable Set-up,Robert Dougherty;; Darwin Kastle,Vito Gesualdi,20,2,2,12,1.9315,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__original/img/QXgamCDRuBoRJyU1PQjeh58Pvr8=/0x0/filters:format(jpeg)/pic1903816.jpg,Star Realms,2014,42584,7.424,7.57
271324,strategygames,Card Game;; Civilization;; Economic;; Science Fiction,Closed Drafting;; End Game Bonuses;; Hand Management;; Set Collection;; Simultaneous Action Selection;; Solo / Solitaire Game;; Variable Player Powers,Frédéric Guérard,Anthony Wolff,60,1,5,14,2.3113,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__original/img/sN8TnSkFGCzNM01b_drFxwYnqlM=/0x0/filters:format(jpeg)/pic4651175.jpg,It's a Wonderful World,2019,15649,7.424,7.71
233398,strategygames,Exploration;; Nautical;; Renaissance,Area Majority / Influence;; Open Drafting;; Point to Point Movement;; Set Collection;; Tech Trees / Tech Tracks,Carl de Visser;; Jarratt Gray,Josh Cappel;; Noah Adelman,90,2,5,13,2.8272,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__original/img/D4TCl_FNsC867ww_NNj4VmVUBr0=/0x0/filters:format(jpeg)/pic3913274.jpg,Endeavor: Age of Sail,2018,8691,7.423,7.91
220877,strategygames,Dice;; Economic;; Renaissance;; Territory Building,Connections;; Dice Rolling;; Network and Route Building;; Race;; Tile Placement;; Worker Placement;; Worker Placement with Dice Workers,Inka Brand;; Markus Brand,Dennis Lohausen,75,2,4,12,2.8945,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__original/img/kaXHOjBJX-URkjTjhQUhFl7E8Ng=/0x0/filters:format(jpeg)/pic3646165.jpg,Rajas of the Ganges,2017,12897,7.417,7.73
308765,strategygames,City Building;; Medieval;; Puzzle,Area Majority / Influence;; Enclosure;; End Game Bonuses;; Hexagon Grid;; Income;; Three Dimensional Movement;; Tile Placement;; Track Movement;; Variable Set-up,Vladimír Suchý,Milan Vavroň,150,1,4,12,3.7507,https://cf.geekdo-images.com/aUPeXVwc40xrgud2XeZwyA__original/img/WbCD6iqzBhVucS7uRwYvtku5zD0=/0x0/filters:format(png)/pic5671087.png,Praga Caput Regni,2020,7414,7.417,7.96
146652,thematic,Card Game;; Fighting;; Horror;; Movies / TV / Radio theme;; Science Fiction,Cooperative Game;; Deck Bag and Pool Building;; Delayed Purchase;; Events;; Hidden Roles;; Open Drafting;; Player Elimination;; Solo / Solitaire Game;; Team-Based Game;; Traitor Game;; Variable Player Powers,Ben Cichoski;; Daniel Mandel,,60,1,5,17,2.7036,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__original/img/nrvJtT-4tYTD0fp3Cr57SKpfMfw=/0x0/filters:format(jpeg)/pic2225180.jpg,Legendary Encounters: An Alien Deck Building Game,2014,12833,7.416,7.76
254640,partygames,Party Game;; Word Game,Communication Limits;; Cooperative Game,Ludovic Roudy;; Bruno Sautter,Éric Azagury;; Florian Poullet,60,3,7,8,1.045,https://cf.geekdo-images.com/ocAuKT9hp99yBY77e4uuPg__original/img/hYCWWUIvO5DnVqx_Ij4JnRIyLHo=/0x0/filters:format(jpeg)/pic5137279.jpg,Just One,2018,23105,7.415,7.6
34635,strategygames;; familygames,Dice;; Economic;; Prehistoric,Contracts;; Dice Rolling;; End Game Bonuses;; Set Collection;; Turn Order: Progressive;; Worker Placement,Bernd Brunnhofer,Michael Menzel,90,2,4,10,2.4634,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__original/img/cR92Dm6yQ3Lgxt1yR81zUb0ooqQ=/0x0/filters:format(jpeg)/pic1632539.jpg,Stone Age,2008,50788,7.415,7.53
14996,familygames,Trains,Connections;; Contracts;; End Game Bonuses;; Hand Management;; Network and Route Building;; Open Drafting;; Push Your Luck;; Set Collection,Alan R. Moon,Cyrille Daujean;; Julien Delval,60,2,5,8,1.9223,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__original/img/O37sCRSJLq4S8EpCxFDNVsNBuxE=/0x0/filters:format(jpeg)/pic66668.jpg,Ticket to Ride: Europe,2005,71072,7.41,7.53
103885,wargames;; cgs,Aviation / Flight;; Bluffing;; Collectible Components;; Miniatures;; Movies / TV / Radio theme;; Science Fiction;; Wargame,Action Queue;; Critical Hits and Failures;; Dice Rolling;; Line of Sight;; Movement Template;; Player Elimination;; Simulation;; Simultaneous Action Selection;; Variable Player Powers,Jay Little,Matt Allsopp;; Sacha Angel Diener;; Jon Bosco;; Matt Bradbury;; Blake Henriksen;; Jason Juta;; Lucasfilm Ltd.;; Henning Ludvigsen;; Jorge Maese;; Dallas Mehlhoff;; Scott Murphy;; David Auden Nash;; Vlad Ricean;; Matthew Starbuck;; Nicholas Stohlman;; Angela Sung,45,2,2,14,2.4939,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__original/img/H6rYWOhYjT_PXTrvHKyX6FEt-vw=/0x0/filters:format(jpeg)/pic1603292.jpg,Star Wars: X-Wing Miniatures Game,2012,24587,7.404,7.64
328871,strategygames,Card Game;; Science Fiction;; Space Exploration,End Game Bonuses;; Follow;; Hand Management;; Income;; Set Collection;; Simultaneous Action Selection;; Solo / Solitaire Game;; Tags;; Tech Trees / Tech Tracks;; Track Movement;; Variable Phase Order;; Variable Player Powers;; Variable Set-up,Sydney Engelstein;; Jacob Fryxelius;; Nick Little (I),William Bricker;; Sydney Engelstein;; Jacob Fryxelius;; Garrett Kaida;; Nick Little (I);; Nio Mendoza;; Justine Nortjé;; Naomi Robinson;; Andrei Stef,60,1,4,14,2.9176,https://cf.geekdo-images.com/eT_Atcy_vRJvuUMgYakNrQ__original/img/upZwrb6k8zZMNTwB8VfpI372yuo=/0x0/filters:format(jpeg)/pic6260098.jpg,Terraforming Mars: Ares Expedition,2021,13763,7.404,7.72
77423,cgs,Adventure;; Card Game;; Collectible Components;; Fantasy;; Novel-based,Cooperative Game;; Deck Construction;; Events;; Hand Management;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Variable Set-up,Nate French,Even Mehl Amundsen;; Erfian Asafat;; Tiziano Baracchi;; Ryan Barger;; Sara Biddle;; Yoann Boissonnet;; Leonardo Borazio;; Noah Bradley;; Marco Caradonna;; Kevin Childress;; Anna Christenson;; West Clendinning;; Nicholas Cloister;; Soul Core;; Daarken;; Katherine  Dinger;; Loren Fetterman;; Tony Foti;; Tom Garden;; Kristina Gehrmann;; Lucas Graciano;; Margaret Hardy;; Jeff Himmelman;; David Horne;; Christopher Hosch;; Ijur;; Dominik Kasprzycki;; Kaya;; Igor Kieryluk;; Mathias Kollros;; Lius Lasahido;; David Lecossu;; Henning Ludvigsen;; Daryl Mandryk;; David Auden Nash;; Mike Nash;; Winona Nelson;; Andrew Olson;; Gabrielle Portal;; Rio Sabda;; Alexandru Sabo;; Amanda Sartor;; Marc Scheff;; Alexandr Shaldin;; WiL Springer;; John Stanko;; Matthew Starbuck;; Florian Stitz;; Nikolay Stoyanov;; Angela Sung;; Sandara Tang;; Fredrik Tyskerud;; Santiago Villa;; Magali Villeneuve;; Frank Walls;; Jason Ward;; Drew Whitmore;; John Wigley;; Mark Winters;; Jen Zee;; Ben Zweifel,60,1,2,13,3.2018,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__original/img/nNHf1qRJCVQx_0p-1zM8QKxcywo=/0x0/filters:format(jpeg)/pic906495.jpg,The Lord of the Rings: The Card Game,2011,23482,7.402,7.66
148949,strategygames;; familygames,Economic,Contracts;; Dice Rolling;; Grid Movement;; Modular Board;; Network and Route Building;; Pick-up and Deliver;; Race;; Variable Set-up;; Worker Placement,Rüdiger Dorn,Andreas Resch;; Hans-Georg Schneider,60,2,5,10,2.5847,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__original/img/pHIJibqf-DmlOQD3CfT_rAjGmc0=/0x0/filters:format(jpeg)/pic1885326.jpg,Istanbul,2014,29931,7.399,7.55
233867,familygames,City Building,Bingo;; Contracts;; Paper-and-Pencil;; Pattern Building;; Simultaneous Action Selection;; Solo / Solitaire Game,Benoit Turpin,Anne Heidsieck,25,1,100,10,1.8288,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__original/img/pb6XFQZFUNOr6OPysOHB3usVDFk=/0x0/filters:format(jpeg)/pic3761012.jpg,Welcome To...,2018,27824,7.399,7.56
82222,thematic;; strategygames,Adventure;; Exploration;; Fighting;; Science Fiction;; Space Exploration;; Transportation,Action Points;; Dice Rolling;; Grid Movement;; Map Addition;; Modular Board;; Pick-up and Deliver;; Race;; Roll / Spin and Move;; Tile Placement;; Variable Player Powers,Cody Miller,"Cody Miller;; Steve ""Coolhand"" Tyler;; Peter Wocken",180,3,5,12,0,https://cf.geekdo-images.com/6uEBiPxMH8gfGJ6f3HLNGg__original/img/p-g0LziOt6tE90cVJUvLZF0exfI=/0x0/filters:format(png)/pic1807124.png,Xia: Legends of a Drift System,2014,9401,7.397,7.87
296151,strategygames,Medieval,Area Majority / Influence;; Deck Bag and Pool Building;; End Game Bonuses;; Hand Management;; King of the Hill;; Modular Board;; Rondel;; Set Collection;; Solo / Solitaire Game;; Variable Player Powers,S J Macdonald;; Shem Phillips,Mihajlo Dimitrievski,90,1,4,12,3.4521,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__original/img/t9ccf6x3PQiL5Cqn4-mePKUNC-E=/0x0/filters:format(png)/pic5230695.png,Viscounts of the West Kingdom,2020,8401,7.396,7.88
283948,strategygames,Dice;; Economic;; Medieval;; Travel,Contracts;; Dice Rolling;; Point to Point Movement;; Resource to Move;; Variable Player Powers;; Worker Placement;; Worker Placement with Dice Workers,Simone Luciani;; Daniele Tascini,Dennis Lohausen,120,2,4,12,3.3766,https://cf.geekdo-images.com/rc7CQ5l95ZFoKq3iBVqjgg__original/img/3EH__HLlmY7adABsY_HUtAlEMfo=/0x0/filters:format(jpeg)/pic5543526.jpg,Marco Polo II: In the Service of the Khan,2019,6463,7.396,7.99
244522,familygames,Dice;; Number,Dice Rolling;; Highest-Lowest Scoring;; Paper-and-Pencil;; Re-rolling and Locking;; Solo / Solitaire Game,Wolfgang Warsch,Leon Schiffer,30,1,4,8,1.8806,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__original/img/YJRIGmJmT0XuhRbOmLN8VdLfEec=/0x0/filters:format(jpeg)/pic4410877.jpg,That's Pretty Clever!,2018,21935,7.392,7.59
265188,strategygames,City Building;; Economic;; Farming;; Territory Building,Commodity Speculation;; Grid Movement;; Market;; Rondel;; Set Collection;; Tile Placement;; Turn Order: Time Track,Matthias Cramer,Jason Coates;; Hendrik Noack,120,2,4,12,3.0157,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__original/img/ehoqoTirtFb5p9Wk2SwWV8nr6ZU=/0x0/filters:format(jpeg)/pic5841874.jpg,Glen More II: Chronicles,2019,7193,7.39,7.93
