,title
1262,Aaron Miller
1263,Scott Nicely
1264,Afif Numbo
1265,Matt Smith
1266,Mark E. Smith
1267,Grey Thornberry
1268,Chase Toole
1269,Scott Hartman
1270,Clau Souza
1271,Lalanda Hruschka
1272,David Bock
1273,Apryl Stott
1274,Matt Kindt
1275,Ben Goldman
1276,Catherine Hamilton
1277,Sergey Dulin
1278,Marta Ivanova
1279,Ilya Konovalov
1280,Vadim Poluboyarov
1281,Oleg Yurkov
1282,Egor Zharkov
1283,Marcus Gschwendtner
1284,Olly Lawson
1285,Antonio Maínez
1286,Tavis Coburn
1287,Michael Crampton
1288,Hans Baltzer
1289,Richard Shako
1290,Richard Stubenvoll
1291,Andreas Töpfer
1292,Hanno Girke
1293,Gabriel Butik
1294,Romain Gaschet
1295,Igor Polouchine
1296,Benjamin Raynal
1297,Jean-Baptiste Reynaud
1298,Jonathan Silvestre
1299,Régis Torres
1300,Micaela Dawn
1301,Aidan Roberts
1302,John Van Fleet
1303,Grace VanFleet
1304,Dorien Boekhorst
1305,Bärbel Skarabelo
1306,Piotr Sokołowski
1307,Natalia Borek
1308,Przemysław Sobiecki
1309,Mia Steingräber
1310,Ed Dovey
1311,Guillaume Rohmer
1312,Dale Sheaffer
1313,Francis Tresham
1314,Jesse Seidule
1315,Nakarin Sukontakorn
1316,Richard Launius
1317,Kevin Wilson
1318,Biboun
1319,Jana Kilianová
1320,Filip Neduk
1321,Michal Suchánek
1322,Viktor Miller Gausa
1323,Mario Barbati
1324,Fabrizio Fiorentino
1325,Phroilan Gardner
1326,Fausto Gutierrez
1327,Mariano Iannelli
1328,Dalton Cara
1329,Danny Devine
1330,Gjermund Bohne
1331,Rose Kipik
1332,Thomas Vuarchex
1333,John Blanche
1334,Alex Boyd
1335,Robin Carey
1336,Paul Dainton
1337,David Gallagher
1338,Neil Hodgson
1339,Nuala Kinrade
1340,Charles Woods
1341,Jean Baer
1342,Linda Bound
1343,Fabrice Lamy
1344,Christophe Peulvast
1345,Mick Uhl
1346,Olivier Vatine
1347,Chris White (I)
1348,Dan Taylor (II)
1349,Georges Clarenko
1350,Viktor Dragosani
1351,Julien Fenoglio
1352,Gautier Giroud
1353,Yannick Hennebo
1354,Stef Kopinski
1355,Aragorn Marks
1356,Loïc Muzy
1357,Guillem H. Pongiluppi
1358,David Rakoto
1359,Stéphane Simon
1360,Bertrand Benoit
1361,Oliver Schlemmer
1362,Nicolás Eskubi
1363,Jaroslav Jurica
1364,Marek Loskot
1365,Pavel Richter
1366,Steve Finn
1367,Clay Gardner
1368,Sergi Marcet
1369,Sofie Hannibal
1370,Nan Na Hvass
1371,Matt Paquette & Co.
1372,David Su
1373,Giorgio De Michele
1374,Philip Glofcheskie
1375,Ryan Iler
1376,Juan Esteban Rodriguez
1377,Alan D'Amico
1378,Paolo Mori
1379,Paul Sizer
1380,Mad4GameStyle
1381,Fábio Fontes
1382,Martin Abel
1383,Madison D. Johnson
1384,Paolo Chiari
1385,Honoré Daumier
1386,Peter Ganine
1387,F. Lanier Graham
1388,Günter Griebel
1389,Jutta Griebel
1390,Rafael Guigou
1391,Karim Rashid
1392,Néstor Romeral Andrés
1393,J. R. R. Tolkien
1394,Roman Kucharski
1395,Stephen Baker
1396,Rob Daviau
1397,Craig Van Ness
1398,John Gravato
1399,Sedone Thongvilay
1400,Sabrina Miramon
1401,Fred Jordan
1402,Paul Kluka
1403,Dylan Mangini
1404,Jean du Poël
1405,Lucas Soriano
1406,Ralf Berszuck
1407,Storn Cook
1408,Andrew Gaia
1409,Katherine Guevara
1410,Heather Kreiter
1411,Kiri Østergaard Leonard
1412,Kiki Moch Rizky
1413,Martin de Diego Sádaba
1414,Alex Hansen
1415,Hector Sevilla Lujan
1416,Rhett Mason
1417,Jon Troy Nickel
1418,Luan Huynh
1419,Christophe Madura
1420,Kristen Pauline
1421,Tregis
1422,Pierre Benigni
1423,Pascal Da Silva
1424,Isidre Monés
1425,Martin Mottet
1426,Dan Roff
1427,Pete Knifton
1428,Richard Edwards
1429,Ian Parovel
1430,Jordi Valbuena
1431,Lorraine Schleter
1432,David Sladek
1433,Jeff Brown (II)
1434,James Combridge
1435,Amit Dutta
1436,Simon Eckert
1437,Tyler Edlin
1438,Felipe Escobar
1439,Marko Fiedler
1440,Yogesh C. Joshi
1441,Alex Kim
1442,William Koh
1443,Pavel Kolomeyets
1444,Yong Yi Lee
1445,Ward Lindhout
1446,Eddie Mendoza
1447,Veli Nyström
1448,Fernando Olmedo
1449,Meg Owenson
1450,Gracjana Zielińska
1451,C. B. Canga
1452,Gaël Goumon
1453,Jack Scott Hill
1454,Bruno Faidutti
1455,Didier Graffet
1456,Bjarne Hansen
1457,Darrell Hardy
1458,Florence Magnin
1459,Jean-Louis Mourier
1460,Hassan Nozadian
1461,Christian T. Petersen
1462,Richard Spicer
1463,Maëva da Silva
1464,Christine Deschamps
1465,Paul Laffond
1466,Steve Fastner
1467,Rich Larson
1468,John Goodenough
1469,Antoine Bauza
1470,Gérald Guerlais
1471,Albertine Ralenti
1472,Guillaume Ducos
1473,Atelier Löwentor
1474,Ben Oliver
1475,Steve Paschal
1476,Volko Ruhnke
1477,Annick Lobet
1478,Nikao
1479,Joseph Z Chen
1480,Chris Lawson
1481,John Tamplin
1482,Tanja Donner
1483,Jason Hawkins
1484,Marion Pott
1485,Matt Schwabel
1486,Clark Miller
1487,Fréderic Bertrand
1488,Marek Bláha
1489,Andrea Boekhoff
1490,Inge George
1491,Guido Hoffmann
1492,Björn Pertoft
1493,Uwe Rosenberg
1494,Johann Rüttinger
1495,Barbara Stachuletz
1496,Markus Wagner
1497,Davey Baker
1498,Marta Tranquilli
1499,Valerio Buonfantino
1500,Stephen Gibson
1501,Jennifer Easley
1502,Eunice Abigael Tiu
1503,Atanas Lozanski
1504,Preston Stone
1505,Gary Storkamp
1506,Simon Jannerland
1507,Vincent Boulanger
1508,Ismaël Pommaz
1509,Fernando Armentano
1510,Tommaso Incecchi
1511,Giovanni Pirrotta
1512,Paolo Scippo
1513,Simone Peruzzi
1514,Nick Whyles
1515,Tignous
1516,Jay Little
1517,Jennifer L. Meyer
1518,Keith Pishnery
1519,Jörg Asselborn
1520,Patricia Limberger
1521,Peter Bergting
1522,Bob Carasca
1523,Jennifer Lathrop
1524,Paul Sottosanti
1525,Paolo Voto
1526,Gus Batts
1527,Paul Kidby
1528,Ian Mitchell
1529,Bernard Pearson
1530,John McCambridge
1531,Eric Bourgier
1532,Cari
1533,Sylvain Guinebaud
1534,Didier Poli
1535,Emmanuel Roudier
1536,Bruno Tatti
1537,Danny Hirajeta
1538,Victoria Parker
1539,Medusa Dollmaker
1540,Wesly Gibs
1541,Dahee Lee
1542,Yusuke Mamada
1543,Ulf Marckwort
1544,Tobias Schweiger
1545,Phil Walker-Harding
1546,Herman Haverkort
1547,Tamara Jannink
1548,Todd Sanders
1549,Marius Janusonis
1550,Dommiy
1551,David Sitbon
1552,Koota Yamada
1553,Bree Lindsoe
1554,Peter Gifford
1555,Dan Harding
1556,Phil Eklund
1557,Markus Schmuck
1558,Denis Martynets
1559,Andrew Modestov
1560,Oleg Proshin
1561,Artur Varenyev
1562,Marat Zakirov
1563,Victor Boden
1564,Jiahui Eva Gao
1565,Vipin Alex Jacob
1566,TANSAN Inc.
1567,Czarnè
1568,Michał Sałata
1569,João Tereso
1570,Mark Churms
1571,Tom Dalgliesh
1572,Jerry Taylor
1573,Behnam Balali
1574,Andrew Higgins
1575,Alex Jensen
1576,Alexandr Kiselev
1577,Tomasz Larek
1578,Guillermo H. Nuñez
1579,Weberson Santiago
1580,Alejo Vigliani
1581,Osamu Inoue (井上磨)
1582,C. Michael Erickson
1583,Roman Papsuev
1584,Alexander Petkov
1585,J. P. Targete
1586,Timothy Truman
1587,Lamaro Smith
1588,Anca Gavril
1589,Jon Hodgson
1590,Francesco Mattioli
1591,Laurent Bazart
1592,Mahulda Jelly
1593,Georges Bouchelaghem
1594,Eric Nouhaut
1595,Simon Caruso
1596,Xavier Carrascosa
1597,Guido Favaro
1598,Michael Schacht
1599,Oksana Svistun
1600,Josh Emrich
1601,Timur Baskakov
1602,Design Edge
1603,Bill Herrin
1604,Gatis Sluka
1605,Jan Lipiński
1606,Amita Pai
1607,Marc Aspinall
1608,Dennis Crabapple McClain
1609,Nicolas Caniaux
1610,Stéphane Poinsot
1611,Arnaud Simon-Laforet
1612,Gary Chalk
1613,Nikki Dawes
1614,Max Dunbar
1615,Les Edwards
1616,Tony Boydell
1617,Charlie Paull
1618,Dominique Ehrhard
1619,John Vetter
1620,Manuel Casasola Merkle
1621,Julien Le Faucheur
1622,Gyom
1623,Dave Dobyski
1624,"George I. Parrish, Jr."
1625,Patrick Turner
1626,Marc André
1627,Sébastien Bizos
1628,Aaron Nakahara
1629,Michal Peichl
1630,Laura Bevon
1631,Bartłomiej Kordowski
1632,Jay Cormier
1633,Satya Hody
1634,Sen-Foong Lim
1635,Josefin Strand
1636,Daan van Paridon
1637,Thijs van Paridon
1638,Joris Wiersinga
1639,Sergey Glushakov
1640,Steven Hamilton
1641,Imaginary Studios
1642,Nick Ingeneri
1643,Leonid Kozienko
1644,Andreas Zafiratos
1645,David Goujard
1646,Jean-Charles Mourey
1647,Pauline Detraz
1648,Michael Rieneck
1649,Yvon-Cheryl Scholten
1650,Stefan Stadler
1651,Alessandra Cimatoribus
1652,Barbara Gołębiewska
1653,Mateusz Michalski
1654,Gerralt Landman
1655,Dinobot Illustration
1656,Jérémie Fleury
1657,Walter Pepperle
1658,Sketchgoblin
1659,Justin Schultz
1660,Maciej Janik
1661,James Colmer
1662,Ed Bourelle
1663,Eric Sabee
1664,Shawna J.C. Tenney
1665,Joseph Fatula
1666,Joe Youst
1667,Friedemann Bochow
1668,Emerson Matsuuchi
1669,Élise Plessis
1670,Erich Schreiner
1671,Mark Tarrisse
1672,Roberto Grasso (I)
1673,Katie Khau
1674,Kevin Chin
1675,Silver Saaremäel
1676,Daniel Xio
1677,Cinyee Chiu
1678,Thander Lin
1679,Emily R. Dearring
1680,Riccardo Pieruccini
1681,Travis Kinchy
1682,Paulina Wach
1683,Mila Harbar
1684,Diana Franco Campos
1685,Edgar Ramos
1686,Haakon Gaarder
1687,Blake Beasley
1688,Hugh Bredin
1689,Gilles Lautussier
1690,Janos Orban
1691,Allison Shinkle
1692,Frédéric Brogard
1693,Trevor Cook
1694,Cyrille Bertin
1695,Legruth
1696,Andrea Alemanno
1697,Eric J. Carter
1698,Jeremy Deveraturda
1699,Ryan Johnson
1700,James Wolf Strehle
1701,Anh Le Art
1702,Cold Castle Studios
1703,Felix Wermke
1704,Paula Simonetti
1705,Giacomo Tappainer
1706,Alan R. Moon
1707,Anita Osburn
1708,Dave Lawrence
1709,Fyodor Ananiev
1710,Thibault Girard
1711,Wadim Kashin
1712,Florent Llamas
1713,Aleksandar Mihajlovic
1714,Lukasz Poduch
1715,Aleksander Tutaj
1716,Matthew Bishop
1717,Jade Mosch
1718,Thies Schwarz
1719,Irene Bressel
1720,Scott Carmichael
1721,Tony Cottrell
1722,Jes Goodwin
1723,Gabriel Laulunen (II)
1724,Ronan Le Maître
1725,Arnold Reisse
1726,Atelier Wilinski
1727,Alan D. Hoch
1728,Sébastien Caiveau
1729,Matt Heerdt
1730,Allan Ball
1731,Apolline Etienne
1732,Sébastien Dujardin
1733,Xavier Georges
1734,Alain Orban
1735,Rita Åse
1736,Bildgården AB
1737,H.P. Hoff
1738,Martin Lodewijk
1739,Heinz Grafische Werke
1740,Ron Zalme
1741,Hokunin
1742,Chris Ostrowski
1743,Sean Thurlow
1744,Filipe Alves
1745,Gil d'Orey
1746,Collateral Damage Studios
1747,Sebastian Koziner
1748,Usanekorin
1749,Davy Wagnarok
1750,Sébastien Lamirand
1751,Alexey Yakovlev
1752,Ian Rosenthaler
1753,Oriol Hernández
1754,Matthew Mizak
1755,Deirdre de Barra
1756,Troy Caban
1757,Nicole Castles
1758,Philippe Poirier
1759,Richard Hamblen
1760,W. Scott Moores
1761,Panayiotis Lyris
1762,Jakub Skop
1763,Michael Jenkins
1764,Jochen Eeuwyk
1765,Pedro A. Alberto
1766,Toby Allen
1767,Jamie Sichel
1768,Robert Islas
1769,Enrique Corominas
1770,Gaetan Noir
1771,Will Pitzer
1772,John Trumbull
1773,Sami Laakso
1774,Jeroen Doumen
1775,Matt Leacock
1776,Finn McAvinchey
1777,Yaroslav Radetskyi
1778,Kerstin Hille
1779,Carey Grayson
1780,Dávid Jablonovský
1781,Lukáš Vodička
1782,Michaela Zaoralová
1783,Annie Stegg
1784,Vince Dorse
1785,Brent Povis
1786,Jean-Louis Ernest Meissonier
1787,Jake Staines
1788,Mark Tuck
1789,Douglas Shrock
1790,Jonas Hassibi
1791,David Prieto
1792,Nele Diel
1793,ShenFei
1794,Fabio Gorla
1795,Federico Musetti
1796,Nastya Lehn
1797,Marco Primo
1798,Garen Ewing
1799,Naoki Homma
1800,Carsten Mell
1801,Yuka Saitoh
1802,Karolina Węcka
1803,David Chapoulet
1804,Jocelyn 'Joc' Millet
1805,Sandra Freudenreich
1806,Jaqui Davis
1807,Christopher Kirkman
1808,Miles Bensky
1809,Justin Wong
1810,Elisabeth Daniel
1811,Babbette Huckaba
1812,Marlies Barends
1813,Kouji Ogata
1814,Mikhail Palamarchuk
1815,Tony Sart
1816,Natalia Kordowska
1817,Grzegorz Pedrycz
1818,Jessica Riola
1819,Erica Rossi
1820,Hans Janssen
1821,Ariel Seoane
1822,Joe Shawcross
1823,Takako Takarai
1824,Max Bedulenko
1825,Paul Canavan
1826,Chris Cold
1827,Jordan Jardine
1828,Adam J. Marin
1829,Daniel Araújo
1830,Damon S. Brown
1831,Sophie Eves
1832,Olivier Fagnère
1833,Marcelo Groo
1834,Samuel Marcelino
1835,Dug Nation
1836,Rei Konno
1837,Christopher Chung
1838,Alexey Kot
1839,Christian Opperer
1840,Jon Mietling
1841,Pavlos Germidis
1842,Patrick Ward
1843,John Kean
1844,Riccardo Burchielli
1845,Devin Low
1846,Zoë van Dijk
1847,Jacopo Camagni
1848,Eric M. Lang
1849,Keven Smith
1850,Anna H Lindberg
1851,Erik Evensen
1852,Alex Figini
1853,Jim Parks
1854,Sergey Rumyantsev
1855,Nikoletta Vaszi
1856,Igor Heras
1857,Wen Juinn
1858,Echo Chernik
1859,Sarah Kelly
1860,Design/Main
1861,Annemarie van Lierop
1862,Marianne Riem
1863,Davide Corsi
1864,Gordon Lamont
1865,Fraser Lamont
1866,Judith Lamont
1867,Nikola Matkovic
1868,Tan Ho Sim
1869,Alex Diochon
1870,Alex Anders
1871,Mark Bromley
1872,Guy Gentry
1873,Norbert Gräf
1874,Ted Pendergraft
1875,Lewis Pulsipher
1876,Günter Vojtek
1877,Angelina Costamagna
1878,Cédric Chevalier
1879,Serge Hochain
1880,Mohammad Noureddine
1881,Barbara Trela-Szyma
1882,Adalberto Junio
1883,Isaias Junior
1884,Carlos Eduardo Justino
1885,Vinicius Menezes
1886,Arthur Parisi
1887,Girleyne Costa Ramalho
1888,Victor Sales
1889,Ryan Teo
1890,Tom Ventre
1891,Jeremy Nguyen
1892,Josh Wood
1893,James Churchill
1894,Steffi Krage
1895,"Charles S. Jarboe, Jr."
1896,Steve Kendall
1897,Jason Spiller
1898,David Walker
1899,Geordie Tait
1900,Denis Zilber
1901,U#
1902,Yann Tisseron
